          (657519.86816, 110131.11794, 268.93725586),
          (657529.82915, 110130.73287, 268.86355591),
          (657539.84286, 110130.65842, 268.7744751),
          (657549.85656, 110130.58397, 268.68539429),
          (657559.87027, 110130.50951, 268.59631348),
          (657569.88398, 110130.43506, 268.50723267),
          (657579.86714, 110129.83058, 268.44238281),
          (657589.82311, 110128.75426, 268.39907837),
          (657599.77909, 110127.67794, 268.35580444),
          (657609.73506, 110126.60162, 268.3125),
          (657619.69103, 110125.52529, 268.26922607),
          (657629.647, 110124.44897, 268.22592163),
          (657639.60298, 110123.37265, 268.18264771),
          (657647.18663, 110117.2967, 268.17736816),
          (657654.31703, 110110.26554, 268.17935181),
          (657661.44744, 110103.23438, 268.18136597),
          (657668.57785, 110096.20323, 268.18334961),
          (657675.70825, 110089.17207, 268.18536377),
          (657682.83866, 110082.14091, 268.18734741),
          (657689.96906, 110075.10975, 268.18936157),
          (657697.70708, 110068.75352, 268.1463623),
          (657705.44607, 110062.39838, 268.103302),
          (657713.18507, 110056.04324, 268.06027222),
          (657720.92406, 110049.6881, 268.01721191),
          (657728.66306, 110043.33296, 267.97415161),
          (657736.84369, 110037.61108, 267.83581543),
          (657745.48164, 110032.54494, 267.59887695),
          (657754.11958, 110027.47879, 267.36190796),
          (657762.75752, 110022.41265, 267.12493896),
          (657771.08426, 110016.88369, 267.12747192),
          (657779.03489, 110010.79539, 267.41946411),
          (657786.98551, 110004.70709, 267.71148682),
          (657794.93614, 109998.61878, 268.003479),
          (657802.88676, 109992.53048, 268.29547119),
          (657810.40885, 109985.93305, 268.2980957),
          (657817.76462, 109979.13801, 268.18841553),
          (657825.1204, 109972.34298, 268.07873535),
          (657832.47617, 109965.54794, 267.96905518),
          (657839.83194, 109958.75291, 267.859375),
          (657847.18771, 109951.95787, 267.74969482),
          (657854.3836, 109944.99552, 267.75942993),
          (657861.50586, 109937.95611, 267.82415771),
          (657868.62811, 109930.91669, 267.8888855),
          (657875.75037, 109923.87728, 267.95361328),
          (657882.87262, 109916.83787, 268.01834106),
          (657889.99488, 109909.79845, 268.08306885),
          (657896.91416, 109902.56576, 268.03588867),
          (657903.59706, 109895.10796, 267.85842896),
          (657910.27995, 109887.65016, 267.68093872),
          (657916.96285, 109880.19236, 267.50344849),
          (657923.64574, 109872.73456, 267.32595825),
          (657930.32864, 109865.27676, 267.14849854),
          (657937.08751, 109857.88792, 267.20455933),
          (657943.86616, 109850.51705, 267.32144165),
          (657950.64481, 109843.14618, 267.43832397),
          (657957.42346, 109835.77531, 267.55517578),
          (657964.20212, 109828.40444, 267.67205811),
          (657970.98015, 109821.033, 267.77731323),
          (657977.7562, 109813.65974, 267.84533691),
          (657984.53225, 109806.28647, 267.91339111),
          (657991.30829, 109798.91321, 267.98141479),
          (657998.08434, 109791.53994, 268.04946899),
          (658004.93447, 109784.23765, 268.05813599),
          (658012.0118, 109777.15308, 267.88479614),
          (658019.08913, 109770.0685, 267.71142578),
          (658026.16647, 109762.98393, 267.53808594),
          (658033.23675, 109755.89244, 267.37628174),
          (658040.17303, 109748.66971, 267.43414307),
          (658047.10932, 109741.44699, 267.49200439),
          (658054.04561, 109734.22426, 267.54986572),
          (658060.98189, 109727.00153, 267.60772705),
          (658067.05142, 109719.03847, 267.63711548),
          (658073.10066, 109711.05809, 267.66583252),
          (658079.14991, 109703.0777, 267.69454956),
          (658085.19915, 109695.09732, 267.7232666),
          (658091.24839, 109687.11693, 267.75198364),
          (658097.29763, 109679.13655, 267.78070068),
          (658103.34687, 109671.15616, 267.80941772),
          (658109.39611, 109663.17578, 267.83813477),
          (658115.43786, 109655.18974, 267.88632202),
          (658121.44683, 109647.17899, 268.0196228),
          (658127.4558, 109639.16824, 268.1529541),
          (658134.25327, 109631.93089, 268.18753052),
          (658142.14635, 109625.76817, 268.08486938),
          (658150.03944, 109619.60545, 267.98223877),
          (658157.93252, 109613.44273, 267.87960815),
          (658165.81752, 109607.27265, 267.77767944),
          (658171.21906, 109598.84038, 267.89080811),
          (658176.62061, 109590.4081, 268.00390625),
          (658182.02215, 109581.97583, 268.11703491),
          (658187.42369, 109573.54356, 268.23013306),
          (658195.37599, 109567.5575, 268.01672363),
          (658203.57497, 109561.80801, 267.771698),
          (658211.77394, 109556.05852, 267.52670288),
          (658219.97292, 109550.30903, 267.28167725),
          (658228.1719, 109544.55954, 267.03668213),
          (658236.37087, 109538.81005, 266.79168701),
          (658245.07824, 109533.95196, 266.724823),
          (658254.20111, 109529.82243, 266.80355835),
          (658263.32399, 109525.6929, 266.8822937),
          (658272.44686, 109521.56337, 266.96105957),
          (658281.29832, 109516.96772, 267.00119019),
          (658289.39269, 109511.07187, 266.93359375),
          (658297.48706, 109505.17601, 266.86599731),
          (658305.58143, 109499.28016, 266.79840088),
          (658313.6758, 109493.38431, 266.73080444),
          (658321.77859, 109487.64367, 266.6645813),
          (658330.46346, 109492.62894, 266.69158936),
          (658339.14832, 109497.61422, 266.71862793),
          (658347.83319, 109502.59949, 266.7456665),
          (658356.51806, 109507.58477, 266.77270508),
          (658365.20292, 109512.57004, 266.79974365),
          (658373.88779, 109517.55531, 266.82678223),
          (658382.57266, 109522.54059, 266.8538208),
          (658391.22359, 109527.58301, 266.89605713),
          (658399.75774, 109532.82211, 266.99072266),
          (658408.29189, 109538.0612, 267.08535767),
          (658416.82604, 109543.3003, 267.18002319),
          (658425.60731, 109548.10216, 267.17382813),
          (658434.49775, 109552.71083, 267.12313843),
          (658443.38819, 109557.31951, 267.07241821),
          (658452.27864, 109561.92818, 267.021698),
          (658461.16908, 109566.53686, 266.97097778),
          (658470.01307, 109571.22968, 266.9239502),
          (658478.65039, 109576.29689, 266.89334106),
          (658487.28771, 109581.36409, 266.86276245),
          (658495.92503, 109586.43129, 266.83215332),
          (658504.56235, 109591.4985, 266.80157471),
          (658513.19968, 109596.5657, 266.77096558),
          (658521.837, 109601.63291, 266.74038696),
          (658530.47432, 109606.70011, 266.70977783),
          (658539.10231, 109611.78297, 266.68701172),
          (658547.66787, 109616.97055, 266.71661377),
          (658556.23343, 109622.15814, 266.74624634),
          (658564.79899, 109627.34572, 266.77584839),
          (658573.36455, 109632.53331, 266.80548096),
          (658581.93011, 109637.72089, 266.83508301),
          (658590.49591, 109642.90808, 266.86004639),
          (658599.06774, 109648.0853, 266.76843262),
          (658607.63957, 109653.26252, 266.67678833),
          (658616.2114, 109658.43974, 266.58517456),
          (658624.78323, 109663.61696, 266.49356079),
          (658633.21926, 109669.00614, 266.47817993),
          (658641.5051, 109674.62972, 266.54708862),
          (658649.79094, 109680.25331, 266.61602783),
          (658658.07678, 109685.87689, 266.68496704),
          (658666.36262, 109691.50047, 266.75390625),
          (658674.64847, 109697.12406, 266.82281494),
          (658683.04627, 109702.55981, 266.87268066),
          (658691.93412, 109707.17349, 266.83905029),
          (658700.82198, 109711.78716, 266.80541992),
          (658709.70983, 109716.40083, 266.77178955),
          (658718.59768, 109721.0145, 266.73815918),
          (658727.48553, 109725.62817, 266.70452881),
          (658736.37338, 109730.24184, 266.67089844),
          (658745.26123, 109734.85551, 266.63729858),
          (658754.22015, 109739.32534, 266.59490967),
          (658763.285, 109743.58074, 266.53948975),
          (658772.34985, 109747.83613, 266.48406982),
          (658781.41469, 109752.09152, 266.4286499),
          (658790.47954, 109756.34691, 266.37322998),
          (658799.54439, 109760.60231, 266.31781006),
          (658808.5687, 109764.93556, 266.27032471),
          (658817.25286, 109769.92206, 266.28948975),
          (658825.93703, 109774.90856, 266.30865479),
          (658834.62119, 109779.89506, 266.32781982),
          (658843.30536, 109784.88156, 266.34698486),
          (658851.98952, 109789.86805, 266.3661499),
          (658860.67369, 109794.85455, 266.38531494),
          (658869.35785, 109799.84105, 266.40447998),
          (658877.54998, 109805.58056, 266.38873291),
          (658885.60418, 109811.53118, 266.3631897),
          (658893.65837, 109817.48179, 266.33764648),
          (658901.71256, 109823.43241, 266.31213379),
          (658909.76675, 109829.38303, 266.28659058),
          (658917.82095, 109835.33365, 266.26104736),
          (658925.87514, 109841.28426, 266.23553467),
          (658933.92933, 109847.23488, 266.20999146),
          (658941.98353, 109853.1855, 266.18444824),
          (658950.03772, 109859.13612, 266.15893555),
          (658958.09191, 109865.08673, 266.13339233),
          (658964.99917, 109871.96593, 266.16085815),
          (658972.04282, 109879.084, 266.22888184),
          (658979.08647, 109886.20207, 266.296875),
          (658986.13011, 109893.32013, 266.36486816),
          (658993.17376, 109900.4382, 266.43289185),
          (659000.21741, 109907.55627, 266.50088501),
          (659007.26105, 109914.67434, 266.56890869),
          (659014.3047, 109921.79241, 266.63690186),
          (659021.34835, 109928.91048, 266.70489502),
          (659028.39199, 109936.02855, 266.7729187),
          (659035.43564, 109943.14662, 266.84091187),
          (659042.30398, 109950.43304, 266.80758667),
          (659049.13152, 109957.75866, 266.75064087),
          (659055.95906, 109965.08427, 266.69369507),
          (659062.78659, 109972.40988, 266.63674927),
          (659069.61413, 109979.7355, 266.57983398),
          (659076.44167, 109987.06111, 266.52288818),
          (659083.26921, 109994.38672, 266.46594238),
          (659090.09674, 110001.71233, 266.4090271),
          (659096.92428, 110009.03795, 266.3520813),
          (659103.75182, 110016.36356, 266.2951355),
          (659110.57935, 110023.68917, 266.2381897),
          (659118.14325, 110030.2411, 266.32870483),
          (659125.79726, 110036.69834, 266.43722534),
          (659133.45128, 110043.15558, 266.54577637),
          (659141.10529, 110049.61281, 266.65429688),
          (659148.75931, 110056.07005, 266.7628479),
          (659156.41333, 110062.52729, 266.87136841),
          (659164.06734, 110068.98452, 266.97991943),
          (659171.72136, 110075.44176, 267.08843994),
          (659179.37537, 110081.899, 267.19699097),
          (659187.02939, 110088.35624, 267.30551147),
          (659194.68341, 110094.81347, 267.41403198),
          (659202.33742, 110101.27071, 267.52258301),
          (659209.99144, 110107.72795, 267.63110352),
          (659217.64545, 110114.18518, 267.73965454),
          (659225.45759, 110120.4492, 267.64996338),
          (659233.30131, 110126.67463, 267.5206604),
          (659241.14502, 110132.90006, 267.39135742),
          (659248.98874, 110139.12549, 267.26208496),
          (659256.83246, 110145.35092, 267.13278198),
          (659264.67618, 110151.57635, 267.00350952),
          (659272.5199, 110157.80177, 266.87420654),
          (659280.36361, 110164.0272, 266.74490356),
          (659288.20733, 110170.25263, 266.6156311),
          (659296.05105, 110176.47806, 266.48632813),
          (659303.89477, 110182.70349, 266.35702515),
          (659311.67093, 110189.00806, 266.26422119),
          (659319.05094, 110195.77676, 266.38531494),
          (659326.43095, 110202.54546, 266.50637817),
          (659333.81097, 110209.31416, 266.62747192),
          (659341.19098, 110216.08286, 266.74856567),
          (659348.57099, 110222.85156, 266.86965942),
          (659355.951, 110229.62026, 266.99072266),
          (659363.33101, 110236.38896, 267.11181641),
          (659370.71103, 110243.15766, 267.23291016),
          (659378.09104, 110249.92636, 267.35400391),
          (659385.09736, 110257.0783, 267.4180603),
          (659392.05012, 110264.28517, 267.47393799),
          (659399.00287, 110271.49205, 267.52984619),
          (659405.95563, 110278.69892, 267.58572388),
          (659412.90839, 110285.90579, 267.64160156),
          (659419.86115, 110293.11267, 267.69750977),
          (659426.81391, 110300.31954, 267.75338745),
          (659434.22858, 110307.03608, 267.8039856),
          (659441.83731, 110313.54661, 267.85235596),
          (659449.44605, 110320.05714, 267.9006958),
          (659457.05479, 110326.56767, 267.94906616),
          (659464.66352, 110333.0782, 267.99743652),
          (659472.27226, 110339.58873, 268.04577637),
          (659479.881, 110346.09926, 268.09414673),
          (659487.48973, 110352.60979, 268.14251709),
          (659495.19204, 110359.00831, 268.02410889),
          (659502.95231, 110365.33745, 267.80236816),
          (659510.71258, 110371.6666, 267.58065796),
          (659518.47285, 110377.99574, 267.35891724),
          (659526.23313, 110384.32489, 267.13720703),
          (659533.9934, 110390.65403, 266.91546631),
          (659541.75367, 110396.98318, 266.6937561),
          (659549.50251, 110403.32602, 266.49087524),
          (659557.12365, 110409.82203, 266.49887085),
          (659564.74479, 110416.31804, 266.50683594),
          (659572.36592, 110422.81405, 266.51480103),
          (659579.98706, 110429.31006, 266.52276611),
          (659587.60819, 110435.80607, 266.5307312),
          (659594.51966, 110428.67887, 270.3661499),
          (659601.43113, 110421.55168, 270.91134644),
          (659608.34259, 110414.42448, 272),
          (659597.255, 110404.39224, 271.99890137),
          (659585.9712, 110394.59046, 271.99438477),
          (659574.29862, 110385.24534, 271.99124146),
          (659562.59382, 110375.94067, 272.02545166),
          (659550.88007, 110366.64806, 272.00030518),
          (659540.16904, 110356.21473, 272.05178833),
          (659529.71266, 110345.53723, 271.99902344),
          (659519.73852, 110334.39735, 271.99133301),
          (659509.51178, 110323.49141, 272.02450562),
          (659499.16485, 110312.69695, 272.00219727),
          (659488.64409, 110302.07178, 271.99267578),
          (659478.11984, 110291.45008, 272.01419067),
          (659467.58928, 110280.83463, 271.95535278),
          (659456.39134, 110270.94755, 271.96878052),
          (659444.89038, 110261.39226, 272.00201416),
          (659433.13834, 110252.14726, 272.11248779),
          (659421.8942, 110242.34151, 272.13912964),
          (659411.53483, 110231.55894, 272.1439209),
          (659402.11295, 110219.97572, 271.97064209),
          (659393.05458, 110208.08073, 271.98724365),
          (659383.27502, 110196.76965, 271.90356445),
          (659373.11393, 110185.82089, 271.93106079),
          (659362.32232, 110175.47094, 271.97119141),
          (659351.85411, 110164.79794, 272.02819824),
          (659341.52403, 110153.98741, 272.00497437),
          (659331.35183, 110143.02808, 272.00570679),
          (659320.93045, 110132.3146, 271.94967651),
          (659310.10913, 110121.99571, 271.97216797),
          (659298.58385, 110112.49325, 271.94451904),
          (659286.76732, 110103.33162, 271.99816895),
          (659274.65306, 110094.56661, 271.97937012),
          (659262.41991, 110085.97225, 272.00369263),
          (659250.00184, 110077.64326, 272.01248169),
          (659237.33495, 110069.70284, 271.99847412),
          (659224.54597, 110061.95866, 271.99761963),
          (659211.32571, 110054.9726, 271.99615479),
          (659198.08967, 110048.01659, 272.04299927),
          (659184.82979, 110041.10602, 272.03320313),
          (659172.05488, 110033.35733, 272.16708374),
          (659159.49705, 110025.24486, 272.01547241),
          (659147.47943, 110016.34782, 272.06466675),
          (659135.52123, 110007.37187, 272.05319214),
          (659123.64968, 109998.28085, 272.01312256),
          (659111.78341, 109989.18293, 272.13204956),
          (659099.97668, 109980.01306, 272.00405884),
          (659088.84182, 109970.03331, 272.24801636),
          (659078.14602, 109959.61023, 272.05358887),
          (659068.05884, 109948.5726, 272.03845215),
          (659057.93548, 109937.56818, 272.03143311),
          (659047.82271, 109926.55439, 272.00488281),
          (659037.9319, 109915.34046, 272.04974365),
          (659028.24938, 109903.95058, 271.99636841),
          (659018.84692, 109892.32414, 272.04226685),
          (659009.56665, 109880.60025, 271.93966675),
          (659000.33968, 109868.8342, 271.99169922),
          (658991.25257, 109856.95965, 271.94384766),
          (658982.18607, 109845.06939, 272.01699829),
          (658973.14658, 109833.15855, 272.01525879),
          (658964.84288, 109820.73333, 272.23086548),
          (658957.10166, 109807.98796, 272.04711914),
          (658952.23485, 109793.84955, 272.13113403),
          (658944.25169, 109781.95078, 271.9942627),
          (658932.40286, 109772.83015, 271.98001099),
          (658917.78989, 109770.78473, 272.00485229),
          (658903.16671, 109768.36563, 272.12826538),
          (658889.3749, 109762.58924, 272.18200684),
          (658878.78167, 109752.87891, 272.18405151),
          (658870.31282, 109740.55581, 271.13366699),
          (658861.48462, 109728.4879, 271),
          (658851.63959, 109717.45823, 271.86029053),
          (658839.35882, 109708.92808, 271.95877075),
          (658826.54437, 109710.66952, 271.8828125),
          (658813.10463, 109716.77223, 272.2243042),
          (658798.21746, 109718.16958, 272.60189819),
          (658783.61678, 109716.42527, 272.26727295),
          (658769.22793, 109712.35817, 272.04373169),
          (658755.1551, 109707.3148, 272.02093506),
          (658741.23385, 109701.88567, 272.09249878),
          (658727.68037, 109695.57032, 272.06845093),
          (658714.51761, 109688.51194, 272.05786133),
          (658701.63279, 109680.92498, 271.99978638),
          (658688.22625, 109674.31145, 271.94195557),
          (658674.4656, 109668.67982, 271.98394775),
          (658659.84423, 109665.54995, 272.0725708),
          (658646.21966, 109659.81339, 272.11291504),
          (658633.24056, 109652.38888, 272.00860596),
          (658620.86486, 109644.00087, 271.96038818),
          (658608.09774, 109636.34063, 271.9659729),
          (658594.30179, 109630.57414, 271.96224976),
          (658580.57955, 109624.63614, 272.015625),
          (658566.90098, 109618.59651, 272.00469971),
          (658553.77273, 109611.44311, 272.00720215),
          (658540.85639, 109603.93123, 272.01467896),
          (658528.38835, 109595.67724, 271.99874878),
          (658515.83565, 109587.55342, 272.00054932),
          (658503.23417, 109579.50463, 271.99328613),
          (658490.04029, 109572.47193, 272.03897095),
          (658476.81934, 109565.48721, 271.93411255),
          (658463.57905, 109558.53918, 272.04156494),
          (658450.42317, 109551.43387, 271.909729),
          (658437.31392, 109544.24165, 272.00192261),
          (658424.19654, 109537.06426, 272.07116699),
          (658411.18763, 109529.69891, 272.02429199),
          (658398.40968, 109521.93332, 272.10079956),
          (658385.96302, 109513.65878, 272.03814697),
          (658373.69006, 109505.11742, 272.00082397),
          (658361.44228, 109496.53998, 271.89224243),
          (658349.04872, 109488.18319, 271.98132324),
          (658336.35533, 109480.28014, 271.88220215),
          (658323.46985, 109472.69898, 272.05529785),
          (658310.48716, 109465.28076, 272),
          (658296.11082, 109455.80343, 272.26272583),
          (658281.87761, 109445.67946, 271.37780762),
          (658267.51009, 109435.31434, 269),
          (658251.92635, 109426.31002, 270.32907104),
          (658234.77407, 109420.28287, 272.18280029),
          (658217.80063, 109413.17581, 272.03552246),
          (658201.59359, 109403.62445, 272.00454712),
          (658185.23777, 109393.77651, 271.98812866),
          (658168.72821, 109383.63582, 272.03820801),
          (658152.14152, 109373.07835, 272.01464844),
          (658135.46027, 109362.12621, 271.97576904),
          (658118.58993, 109350.92219, 271.99765015),
          (658101.45576, 109339.5716, 272.0005188),
          (658084.0795, 109328.03355, 271.98931885),
          (658066.29397, 109316.55676, 271.99194336),
          (658048.13081, 109305.08531, 272.00228882),
          (658029.61109, 109293.58263, 271.9776001),
          (658010.67267, 109282.14324, 271.98617554),
          (657991.30133, 109270.78815, 271.98706055),
          (657971.49654, 109259.51611, 272),
          (657951.31148, 109248.2291, 271.97436523),
          (657930.37944, 109237.61684, 271.92715454),
          (657908.57255, 109228.04843, 271.93640137),
          (657886.0596, 109219.25363, 271.95227051),
          (657862.93557, 109211.06886, 272),
          (657839.06966, 109204.00579, 271.99847412),
          (657814.84509, 109196.82804, 272),
          (657790.03813, 109190.35484, 270),
          (657764.46831, 109185.56952, 271.38626099),
          (657738.1638, 109183.36515, 272.03503418),
          (657711.56159, 109180.11464, 272.00698853),
          (657684.59705, 109176.55286, 272.02709961),
          (657657.29908, 109172.46437, 271.9309082),
          (657629.48085, 109169.20392, 272.0062561),
          (657601.49917, 109164.71294, 272.12802124),
          (657574.05773, 109155.93005, 271.94894409),
          (657546.03061, 109147.53726, 271.93496704),
          (657517.03251, 109141.06634, 272.00018311),
          (657487.64359, 109134.30753, 272.01602173),
          (657457.984, 109126.75751, 272.04803467),
          (657428.01798, 109118.59125, 272.08935547),
          (657397.83301, 109109.51318, 272.00268555),
          (657367.37055, 109099.76317, 271.99801636),
          (657337.10134, 109088.05711, 271.99649048),
          (657306.69964, 109075.35709, 271.99838257),
          (657275.87645, 109062.39624, 271.99765015),
          (657244.07633, 109050.68758, 272),
          (657211.50763, 109039.52143, 272),
          (657200.89035, 109072.84385, 272),
          (657191.3388, 109105.90775, 271.73406982),
          (657183.03443, 109138.76228, 271.69348145),
          (657174.94378, 109171.1249, 271.68719482),
          (657166.97958, 109202.98169, 272),
          (657159.13986, 109234.34056, 272),
          (657151.62297, 109265.25814, 272),
          (657144.57466, 109295.77623, 272),
          (657137.63651, 109325.81733, 272),
          (657130.8068, 109355.38888, 272),
          (657124.08384, 109384.49824, 272),
          (657117.72281, 109413.20662, 272),
          (657112.76769, 109441.72216, 272),
          (657108.6659, 109469.92196, 272),
          (657104.62822, 109497.68099, 272),
          (657100.65365, 109525.00615, 272),
          (657096.7412, 109551.90423, 272),
          (657092.88991, 109578.38188, 272),
          (657089.09881, 109604.4457, 272),
          (657084.86743, 109630.02409, 272),
          (657079.66718, 109655.00877, 272),
          (657074.49604, 109679.5931, 271.99099731),
          (657069.40572, 109703.79319, 271.52276611),
          (657064.39496, 109727.61502, 271.28234863),
          (657059.46253, 109751.06453, 271.43719482),
          (657054.60718, 109774.14752, 271.71627808),
          (657049.82772, 109796.86972, 271.99102783),
          (657045.12297, 109819.23678, 272),
          (657040.49175, 109841.25425, 272),
          (657035.93292, 109862.92758, 272),
          (657031.44534, 109884.26216, 272),
          (657027.0279, 109905.26329, 272),
          (657022.6795, 109925.93616, 272),
          (657018.39907, 109946.28593, 272),
          (657014.18555, 109966.31762, 272),
          (657009.74408, 109985.96926, 272),
          (657004.63159, 110005.11564, 272),
          (656997.91117, 110023.44777, 272),
          (656991.29579, 110041.49336, 272),
          (656984.78381, 110059.25691, 272),
          (656978.37361, 110076.74281, 272),
          (656972.0636, 110093.95541, 271.5585022),
          (656965.85222, 110110.89898, 269.64758301),
          (656959.73792, 110127.57772, 268.22247314),
          (659088.78402, 109984.82302, 271.04473877),
          (659092.93846, 109995.18813, 270.39569092),
          (659101.52577, 110003.866, 270.40579224),
          (659110.58779, 110012.32131, 270.45355225),
          (659119.25918, 110020.1832, 270.4699707),
          (659128.11511, 110027.37253, 270.47695923),
          (659137.18539, 110034.7183, 270.45391846),
          (659146.53479, 110042.98282, 270.3550415),
          (659156.66391, 110050.15126, 270.3961792),
          (659165.98971, 110057.03389, 270.3560791),
          (659172.85727, 110064.63861, 270.19329834),
          (659181.84912, 110069.4521, 270.43365479),
          (659192.20848, 110076.42723, 270.60119629),
          (659197.29278, 110086.4742, 270.28601074),
          (659205.98374, 110092.45524, 270.33547974),
          (659214.75008, 110100.81433, 270.24884033),
          (659224.31708, 110107.8316, 270.1885376),
          (659232.97462, 110114.81613, 270.15585327),
          (659241.56554, 110121.64643, 270.11486816),
          (659250.13558, 110128.44388, 270),
          (659258.69402, 110135.2237, 270.28164673),
          (659267.17304, 110142.01777, 270.25527954),
          (659275.75699, 110148.79363, 270.34344482),
